"Date","waterLevel","watershed","DDate","week","wday","year"
2017-08-29,0.303125,"Mbogiti(T)",2017-08-29,35,2,2017
2017-08-30,0.3223125,"Mbogiti(T)",2017-08-30,35,3,2017
2017-08-31,0.329416666666667,"Mbogiti(T)",2017-08-31,35,4,2017
2017-09-01,0.338416666666667,"Mbogiti(T)",2017-09-01,35,5,2017
2017-09-02,0.337791666666667,"Mbogiti(T)",2017-09-02,35,6,2017
2017-09-03,0.3365625,"Mbogiti(T)",2017-09-03,35,0,2017
2017-09-04,0.350375,"Mbogiti(T)",2017-09-04,36,1,2017
2017-09-05,0.352229166666667,"Mbogiti(T)",2017-09-05,36,2,2017
2017-09-06,0.347208333333333,"Mbogiti(T)",2017-09-06,36,3,2017
2017-09-07,0.34075,"Mbogiti(T)",2017-09-07,36,4,2017
2017-09-08,0.332979166666667,"Mbogiti(T)",2017-09-08,36,5,2017
2017-09-09,0.327458333333333,"Mbogiti(T)",2017-09-09,36,6,2017
2017-09-10,0.326791666666667,"Mbogiti(T)",2017-09-10,36,0,2017
2017-09-11,0.326770833333333,"Mbogiti(T)",2017-09-11,37,1,2017
2017-09-12,0.332145833333333,"Mbogiti(T)",2017-09-12,37,2,2017
2017-09-13,0.32875,"Mbogiti(T)",2017-09-13,37,3,2017
2017-09-14,0.330416666666667,"Mbogiti(T)",2017-09-14,37,4,2017
2017-09-15,0.335354166666667,"Mbogiti(T)",2017-09-15,37,5,2017
2017-09-16,0.348729166666667,"Mbogiti(T)",2017-09-16,37,6,2017
2017-09-17,0.345270833333333,"Mbogiti(T)",2017-09-17,37,0,2017
2017-09-18,0.3440625,"Mbogiti(T)",2017-09-18,38,1,2017
2017-09-19,0.352708333333333,"Mbogiti(T)",2017-09-19,38,2,2017
2017-09-20,0.370270833333333,"Mbogiti(T)",2017-09-20,38,3,2017
2017-09-21,0.36225,"Mbogiti(T)",2017-09-21,38,4,2017
2017-09-22,0.351125,"Mbogiti(T)",2017-09-22,38,5,2017
2017-09-23,0.346791666666667,"Mbogiti(T)",2017-09-23,38,6,2017
2017-09-24,0.347208333333333,"Mbogiti(T)",2017-09-24,38,0,2017
2017-09-25,0.334666666666667,"Mbogiti(T)",2017-09-25,39,1,2017
2017-09-26,0.330104166666667,"Mbogiti(T)",2017-09-26,39,2,2017
2017-09-27,0.342854166666667,"Mbogiti(T)",2017-09-27,39,3,2017
2017-09-28,0.3395625,"Mbogiti(T)",2017-09-28,39,4,2017
2017-09-29,0.341375,"Mbogiti(T)",2017-09-29,39,5,2017
2017-09-30,0.342125,"Mbogiti(T)",2017-09-30,39,6,2017
2017-10-01,0.349333333333333,"Mbogiti(T)",2017-10-01,39,0,2017
2017-10-02,0.340270833333333,"Mbogiti(T)",2017-10-02,40,1,2017
2017-10-03,0.334979166666667,"Mbogiti(T)",2017-10-03,40,2,2017
2017-10-04,0.3275,"Mbogiti(T)",2017-10-04,40,3,2017
2017-10-05,0.318020833333333,"Mbogiti(T)",2017-10-05,40,4,2017
2017-10-06,0.330645833333333,"Mbogiti(T)",2017-10-06,40,5,2017
2017-10-07,0.336916666666667,"Mbogiti(T)",2017-10-07,40,6,2017
2017-10-08,0.332166666666667,"Mbogiti(T)",2017-10-08,40,0,2017
2017-10-09,0.3064375,"Mbogiti(T)",2017-10-09,41,1,2017
2017-10-10,0.3056875,"Mbogiti(T)",2017-10-10,41,2,2017
2017-10-11,0.304645833333333,"Mbogiti(T)",2017-10-11,41,3,2017
2017-10-12,0.344166666666667,"Mbogiti(T)",2017-10-12,41,4,2017
2017-10-13,0.364479166666667,"Mbogiti(T)",2017-10-13,41,5,2017
2017-10-14,0.392083333333333,"Mbogiti(T)",2017-10-14,41,6,2017
2017-10-15,0.380166666666667,"Mbogiti(T)",2017-10-15,41,0,2017
2017-10-16,0.374020833333333,"Mbogiti(T)",2017-10-16,42,1,2017
2017-10-17,0.36975,"Mbogiti(T)",2017-10-17,42,2,2017
2017-10-18,0.359729166666667,"Mbogiti(T)",2017-10-18,42,3,2017
2017-10-19,0.367770833333333,"Mbogiti(T)",2017-10-19,42,4,2017
2017-10-20,0.384916666666667,"Mbogiti(T)",2017-10-20,42,5,2017
2017-10-21,0.415,"Mbogiti(T)",2017-10-21,42,6,2017
2017-10-22,0.404854166666667,"Mbogiti(T)",2017-10-22,42,0,2017
2017-10-23,0.395875,"Mbogiti(T)",2017-10-23,43,1,2017
2017-10-24,0.411291666666667,"Mbogiti(T)",2017-10-24,43,2,2017
2017-10-25,0.491791666666667,"Mbogiti(T)",2017-10-25,43,3,2017
2017-10-26,0.430270833333333,"Mbogiti(T)",2017-10-26,43,4,2017
2017-10-27,0.403625,"Mbogiti(T)",2017-10-27,43,5,2017
2017-10-28,0.402333333333333,"Mbogiti(T)",2017-10-28,43,6,2017
2017-10-29,0.419270833333333,"Mbogiti(T)",2017-10-29,43,0,2017
2017-10-30,0.421666666666667,"Mbogiti(T)",2017-10-30,44,1,2017
2017-10-31,0.428354166666667,"Mbogiti(T)",2017-10-31,44,2,2017
2017-11-01,0.423125,"Mbogiti(T)",2017-11-01,44,3,2017
2017-11-02,0.426958333333333,"Mbogiti(T)",2017-11-02,44,4,2017
2017-11-03,0.4321875,"Mbogiti(T)",2017-11-03,44,5,2017
2017-11-04,0.441145833333333,"Mbogiti(T)",2017-11-04,44,6,2017
2017-11-05,0.459,"Mbogiti(T)",2017-11-05,44,0,2017
2017-11-06,0.462458333333333,"Mbogiti(T)",2017-11-06,45,1,2017
2017-11-07,0.4810625,"Mbogiti(T)",2017-11-07,45,2,2017
2017-11-08,0.486041666666667,"Mbogiti(T)",2017-11-08,45,3,2017
2017-11-09,0.4916875,"Mbogiti(T)",2017-11-09,45,4,2017
2017-11-10,0.505083333333333,"Mbogiti(T)",2017-11-10,45,5,2017
2017-11-11,0.524270833333333,"Mbogiti(T)",2017-11-11,45,6,2017
2017-11-12,0.549,"Mbogiti(T)",2017-11-12,45,0,2017
2017-11-13,0.554270833333333,"Mbogiti(T)",2017-11-13,46,1,2017
2017-11-14,0.562854166666667,"Mbogiti(T)",2017-11-14,46,2,2017
2017-11-15,0.570208333333333,"Mbogiti(T)",2017-11-15,46,3,2017
2017-11-16,0.573520833333333,"Mbogiti(T)",2017-11-16,46,4,2017
2017-11-17,0.578708333333333,"Mbogiti(T)",2017-11-17,46,5,2017
2017-11-18,0.5924375,"Mbogiti(T)",2017-11-18,46,6,2017
2017-11-19,0.605520833333333,"Mbogiti(T)",2017-11-19,46,0,2017
2017-11-20,0.616291666666667,"Mbogiti(T)",2017-11-20,47,1,2017
2017-11-21,0.6276875,"Mbogiti(T)",2017-11-21,47,2,2017
2017-11-22,0.623833333333333,"Mbogiti(T)",2017-11-22,47,3,2017
2017-11-23,0.538270833333333,"Mbogiti(T)",2017-11-23,47,4,2017
2017-11-24,0.467416666666667,"Mbogiti(T)",2017-11-24,47,5,2017
2017-11-25,0.471458333333333,"Mbogiti(T)",2017-11-25,47,6,2017
2017-11-26,0.474270833333333,"Mbogiti(T)",2017-11-26,47,0,2017
2017-11-27,0.466208333333333,"Mbogiti(T)",2017-11-27,48,1,2017
2017-11-28,0.4580625,"Mbogiti(T)",2017-11-28,48,2,2017
2017-11-29,0.438979166666667,"Mbogiti(T)",2017-11-29,48,3,2017
2017-11-30,0.430541666666667,"Mbogiti(T)",2017-11-30,48,4,2017
2017-12-01,0.400041666666667,"Mbogiti(T)",2017-12-01,48,5,2017
2017-12-02,0.35875,"Mbogiti(T)",2017-12-02,48,6,2017
2017-12-03,0.359604166666667,"Mbogiti(T)",2017-12-03,48,0,2017
2017-12-04,0.357208333333333,"Mbogiti(T)",2017-12-04,49,1,2017
2017-12-05,0.3473125,"Mbogiti(T)",2017-12-05,49,2,2017
2017-12-06,0.336770833333333,"Mbogiti(T)",2017-12-06,49,3,2017
2017-12-07,0.340833333333333,"Mbogiti(T)",2017-12-07,49,4,2017
2017-12-08,0.3313125,"Mbogiti(T)",2017-12-08,49,5,2017
2017-12-09,0.326625,"Mbogiti(T)",2017-12-09,49,6,2017
2017-12-10,0.331854166666667,"Mbogiti(T)",2017-12-10,49,0,2017
2017-12-11,0.3419375,"Mbogiti(T)",2017-12-11,50,1,2017
2017-12-12,0.3458125,"Mbogiti(T)",2017-12-12,50,2,2017
2017-12-13,0.344770833333333,"Mbogiti(T)",2017-12-13,50,3,2017
2017-12-14,0.334020833333333,"Mbogiti(T)",2017-12-14,50,4,2017
2017-12-15,0.330666666666667,"Mbogiti(T)",2017-12-15,50,5,2017
2017-12-16,0.332416666666667,"Mbogiti(T)",2017-12-16,50,6,2017
2017-12-17,0.33275,"Mbogiti(T)",2017-12-17,50,0,2017
2017-12-18,0.334729166666667,"Mbogiti(T)",2017-12-18,51,1,2017
2017-12-19,0.334791666666667,"Mbogiti(T)",2017-12-19,51,2,2017
2017-12-20,0.3435,"Mbogiti(T)",2017-12-20,51,3,2017
2017-12-21,0.341958333333333,"Mbogiti(T)",2017-12-21,51,4,2017
2017-12-22,0.331354166666667,"Mbogiti(T)",2017-12-22,51,5,2017
2017-12-23,0.319104166666667,"Mbogiti(T)",2017-12-23,51,6,2017
2017-12-24,0.3155,"Mbogiti(T)",2017-12-24,51,0,2017
2017-12-25,0.3205625,"Mbogiti(T)",2017-12-25,52,1,2017
2017-12-26,0.321979166666667,"Mbogiti(T)",2017-12-26,52,2,2017
2017-12-27,0.3136875,"Mbogiti(T)",2017-12-27,52,3,2017
2017-12-28,0.313416666666667,"Mbogiti(T)",2017-12-28,52,4,2017
2017-12-29,0.322125,"Mbogiti(T)",2017-12-29,52,5,2017
2017-12-30,0.3209375,"Mbogiti(T)",2017-12-30,52,6,2017
2017-12-31,0.3164375,"Mbogiti(T)",2017-12-31,52,0,2017
2018-01-01,0.3068125,"Mbogiti(T)",2018-01-01,1,1,2018
2018-01-02,0.301354166666667,"Mbogiti(T)",2018-01-02,1,2,2018
2018-01-03,0.31475,"Mbogiti(T)",2018-01-03,1,3,2018
2018-01-04,0.328854166666667,"Mbogiti(T)",2018-01-04,1,4,2018
2018-01-05,0.31325,"Mbogiti(T)",2018-01-05,1,5,2018
2018-01-06,0.3098125,"Mbogiti(T)",2018-01-06,1,6,2018
2018-01-07,0.315708333333333,"Mbogiti(T)",2018-01-07,1,0,2018
2018-01-08,0.317833333333333,"Mbogiti(T)",2018-01-08,2,1,2018
2018-01-09,0.323645833333333,"Mbogiti(T)",2018-01-09,2,2,2018
2018-01-10,0.322041666666667,"Mbogiti(T)",2018-01-10,2,3,2018
2018-01-11,0.3245625,"Mbogiti(T)",2018-01-11,2,4,2018
2018-01-12,0.319166666666667,"Mbogiti(T)",2018-01-12,2,5,2018
2018-01-13,0.2964375,"Mbogiti(T)",2018-01-13,2,6,2018
2018-01-14,0.294916666666667,"Mbogiti(T)",2018-01-14,2,0,2018
2018-01-15,0.298458333333333,"Mbogiti(T)",2018-01-15,3,1,2018
2018-01-16,0.293291666666667,"Mbogiti(T)",2018-01-16,3,2,2018
2018-01-17,0.281916666666667,"Mbogiti(T)",2018-01-17,3,3,2018
2018-01-18,0.2829375,"Mbogiti(T)",2018-01-18,3,4,2018
2018-01-19,0.2898125,"Mbogiti(T)",2018-01-19,3,5,2018
2018-01-20,0.302041666666667,"Mbogiti(T)",2018-01-20,3,6,2018
2018-01-21,0.300208333333333,"Mbogiti(T)",2018-01-21,3,0,2018
2018-01-22,0.290333333333333,"Mbogiti(T)",2018-01-22,4,1,2018
2018-01-23,0.283625,"Mbogiti(T)",2018-01-23,4,2,2018
2018-01-24,0.281833333333333,"Mbogiti(T)",2018-01-24,4,3,2018
2018-01-25,0.285854166666667,"Mbogiti(T)",2018-01-25,4,4,2018
2018-01-26,0.2996875,"Mbogiti(T)",2018-01-26,4,5,2018
2018-01-27,0.301541666666667,"Mbogiti(T)",2018-01-27,4,6,2018
2018-01-28,0.303020833333333,"Mbogiti(T)",2018-01-28,4,0,2018
2018-01-29,0.300604166666667,"Mbogiti(T)",2018-01-29,5,1,2018
2018-01-30,0.305395833333333,"Mbogiti(T)",2018-01-30,5,2,2018
2018-01-31,0.310166666666667,"Mbogiti(T)",2018-01-31,5,3,2018
2018-02-01,0.305520833333333,"Mbogiti(T)",2018-02-01,5,4,2018
2018-02-02,0.304354166666667,"Mbogiti(T)",2018-02-02,5,5,2018
2018-02-03,0.3085625,"Mbogiti(T)",2018-02-03,5,6,2018
2018-02-04,0.307375,"Mbogiti(T)",2018-02-04,5,0,2018
2018-02-05,0.3055,"Mbogiti(T)",2018-02-05,6,1,2018
2018-02-06,0.305375,"Mbogiti(T)",2018-02-06,6,2,2018
2018-02-07,0.306708333333333,"Mbogiti(T)",2018-02-07,6,3,2018
2018-02-08,0.3073125,"Mbogiti(T)",2018-02-08,6,4,2018
2018-02-09,0.303229166666667,"Mbogiti(T)",2018-02-09,6,5,2018
2018-02-10,0.2978125,"Mbogiti(T)",2018-02-10,6,6,2018
2018-02-11,0.3156875,"Mbogiti(T)",2018-02-11,6,0,2018
2018-02-12,0.330979166666667,"Mbogiti(T)",2018-02-12,7,1,2018
2018-02-13,0.334083333333333,"Mbogiti(T)",2018-02-13,7,2,2018
2018-02-14,0.3293125,"Mbogiti(T)",2018-02-14,7,3,2018
2018-02-15,0.323458333333333,"Mbogiti(T)",2018-02-15,7,4,2018
2018-02-16,0.322270833333333,"Mbogiti(T)",2018-02-16,7,5,2018
2018-02-17,0.306520833333333,"Mbogiti(T)",2018-02-17,7,6,2018
2018-02-18,0.3050625,"Mbogiti(T)",2018-02-18,7,0,2018
2018-02-19,0.3009375,"Mbogiti(T)",2018-02-19,8,1,2018
2018-02-20,0.311583333333333,"Mbogiti(T)",2018-02-20,8,2,2018
2018-02-21,0.298166666666667,"Mbogiti(T)",2018-02-21,8,3,2018
2018-02-22,0.295145833333333,"Mbogiti(T)",2018-02-22,8,4,2018
2018-02-23,0.2954375,"Mbogiti(T)",2018-02-23,8,5,2018
2018-02-24,0.3046875,"Mbogiti(T)",2018-02-24,8,6,2018
2018-02-25,0.320229166666667,"Mbogiti(T)",2018-02-25,8,0,2018
2018-02-26,0.31825,"Mbogiti(T)",2018-02-26,9,1,2018
2018-02-27,0.320979166666667,"Mbogiti(T)",2018-02-27,9,2,2018
2018-02-28,0.312104166666667,"Mbogiti(T)",2018-02-28,9,3,2018
2018-03-01,0.336333333333333,"Mbogiti(T)",2018-03-01,9,4,2018
2018-03-02,0.351020833333333,"Mbogiti(T)",2018-03-02,9,5,2018
2018-03-03,0.357104166666667,"Mbogiti(T)",2018-03-03,9,6,2018
2018-03-04,0.371833333333333,"Mbogiti(T)",2018-03-04,9,0,2018
2018-03-05,0.383083333333333,"Mbogiti(T)",2018-03-05,10,1,2018
2018-03-06,0.391041666666667,"Mbogiti(T)",2018-03-06,10,2,2018
2018-03-07,0.433083333333333,"Mbogiti(T)",2018-03-07,10,3,2018
2018-03-08,0.424479166666667,"Mbogiti(T)",2018-03-08,10,4,2018
2018-03-09,0.418583333333333,"Mbogiti(T)",2018-03-09,10,5,2018
2018-03-10,0.414354166666667,"Mbogiti(T)",2018-03-10,10,6,2018
2018-03-11,0.418020833333333,"Mbogiti(T)",2018-03-11,10,0,2018
2018-03-12,0.446104166666667,"Mbogiti(T)",2018-03-12,11,1,2018
2018-03-13,0.444770833333333,"Mbogiti(T)",2018-03-13,11,2,2018
2018-03-14,0.430354166666667,"Mbogiti(T)",2018-03-14,11,3,2018
2018-03-15,0.429833333333333,"Mbogiti(T)",2018-03-15,11,4,2018
2018-03-16,0.428791666666667,"Mbogiti(T)",2018-03-16,11,5,2018
2018-03-17,0.490229166666667,"Mbogiti(T)",2018-03-17,11,6,2018
2018-03-18,0.526958333333333,"Mbogiti(T)",2018-03-18,11,0,2018
2018-03-19,0.497208333333333,"Mbogiti(T)",2018-03-19,12,1,2018
2018-03-20,0.480291666666667,"Mbogiti(T)",2018-03-20,12,2,2018
2018-03-21,0.470916666666667,"Mbogiti(T)",2018-03-21,12,3,2018
2018-03-22,0.463041666666667,"Mbogiti(T)",2018-03-22,12,4,2018
2018-03-23,0.458354166666667,"Mbogiti(T)",2018-03-23,12,5,2018
2018-03-24,0.4710625,"Mbogiti(T)",2018-03-24,12,6,2018
2018-03-25,0.459708333333333,"Mbogiti(T)",2018-03-25,12,0,2018
2018-03-26,0.465979166666667,"Mbogiti(T)",2018-03-26,13,1,2018
2018-03-27,0.457166666666667,"Mbogiti(T)",2018-03-27,13,2,2018
2018-03-28,0.451791666666667,"Mbogiti(T)",2018-03-28,13,3,2018
2018-03-29,0.464,"Mbogiti(T)",2018-03-29,13,4,2018
2018-03-30,0.4739375,"Mbogiti(T)",2018-03-30,13,5,2018
2018-03-31,0.464020833333333,"Mbogiti(T)",2018-03-31,13,6,2018
2018-04-01,0.450791666666667,"Mbogiti(T)",2018-04-01,13,0,2018
2018-04-02,0.468791666666667,"Mbogiti(T)",2018-04-02,14,1,2018
2018-04-03,0.460729166666667,"Mbogiti(T)",2018-04-03,14,2,2018
2018-04-04,0.4674375,"Mbogiti(T)",2018-04-04,14,3,2018
2018-04-05,0.454291666666667,"Mbogiti(T)",2018-04-05,14,4,2018
2018-04-06,0.468604166666667,"Mbogiti(T)",2018-04-06,14,5,2018
2018-04-07,0.510229166666667,"Mbogiti(T)",2018-04-07,14,6,2018
2018-04-08,0.528958333333333,"Mbogiti(T)",2018-04-08,14,0,2018
2018-04-09,0.537520833333333,"Mbogiti(T)",2018-04-09,15,1,2018
2018-04-10,0.537,"Mbogiti(T)",2018-04-10,15,2,2018
2018-04-11,0.639020833333333,"Mbogiti(T)",2018-04-11,15,3,2018
2018-04-12,0.619020833333333,"Mbogiti(T)",2018-04-12,15,4,2018
2018-04-13,0.625958333333333,"Mbogiti(T)",2018-04-13,15,5,2018
2018-04-14,0.677020833333333,"Mbogiti(T)",2018-04-14,15,6,2018
2018-04-15,0.6611875,"Mbogiti(T)",2018-04-15,15,0,2018
2018-04-16,0.657166666666667,"Mbogiti(T)",2018-04-16,16,1,2018
2018-04-17,0.663354166666667,"Mbogiti(T)",2018-04-17,16,2,2018
2018-04-18,0.638583333333333,"Mbogiti(T)",2018-04-18,16,3,2018
2018-04-19,0.588,"Mbogiti(T)",2018-04-19,16,4,2018
2018-04-20,0.584708333333333,"Mbogiti(T)",2018-04-20,16,5,2018
2018-04-21,0.580583333333333,"Mbogiti(T)",2018-04-21,16,6,2018
2018-04-22,0.605041666666667,"Mbogiti(T)",2018-04-22,16,0,2018
2018-04-23,0.592333333333333,"Mbogiti(T)",2018-04-23,17,1,2018
2018-04-24,0.605645833333333,"Mbogiti(T)",2018-04-24,17,2,2018
2018-04-25,0.5946875,"Mbogiti(T)",2018-04-25,17,3,2018
2018-04-26,0.604583333333333,"Mbogiti(T)",2018-04-26,17,4,2018
2018-04-27,0.626666666666667,"Mbogiti(T)",2018-04-27,17,5,2018
2018-04-28,0.660854166666667,"Mbogiti(T)",2018-04-28,17,6,2018
2018-04-29,0.618,"Mbogiti(T)",2018-04-29,17,0,2018
2018-04-30,0.631291666666667,"Mbogiti(T)",2018-04-30,18,1,2018
2018-05-01,0.6596875,"Mbogiti(T)",2018-05-01,18,2,2018
2018-05-02,0.68175,"Mbogiti(T)",2018-05-02,18,3,2018
2018-05-03,0.6793125,"Mbogiti(T)",2018-05-03,18,4,2018
2018-05-04,0.67075,"Mbogiti(T)",2018-05-04,18,5,2018
2018-05-05,0.703395833333333,"Mbogiti(T)",2018-05-05,18,6,2018
2018-05-06,0.697791666666667,"Mbogiti(T)",2018-05-06,18,0,2018
2018-05-07,0.7035,"Mbogiti(T)",2018-05-07,19,1,2018
2018-05-08,0.710416666666667,"Mbogiti(T)",2018-05-08,19,2,2018
2018-05-09,0.730395833333333,"Mbogiti(T)",2018-05-09,19,3,2018
2018-05-10,0.684729166666667,"Mbogiti(T)",2018-05-10,19,4,2018
2018-05-11,0.678416666666667,"Mbogiti(T)",2018-05-11,19,5,2018
2018-05-12,0.684958333333333,"Mbogiti(T)",2018-05-12,19,6,2018
2018-05-13,0.678666666666667,"Mbogiti(T)",2018-05-13,19,0,2018
2018-05-14,0.682270833333333,"Mbogiti(T)",2018-05-14,20,1,2018
2018-05-15,0.642270833333333,"Mbogiti(T)",2018-05-15,20,2,2018
2018-05-16,0.578895833333333,"Mbogiti(T)",2018-05-16,20,3,2018
2018-05-17,0.601083333333333,"Mbogiti(T)",2018-05-17,20,4,2018
2018-05-18,0.593479166666667,"Mbogiti(T)",2018-05-18,20,5,2018
2018-05-19,0.618875,"Mbogiti(T)",2018-05-19,20,6,2018
2018-05-20,0.66425,"Mbogiti(T)",2018-05-20,20,0,2018
2018-05-21,0.6700625,"Mbogiti(T)",2018-05-21,21,1,2018
2018-05-22,0.664604166666667,"Mbogiti(T)",2018-05-22,21,2,2018
2018-05-23,0.687104166666667,"Mbogiti(T)",2018-05-23,21,3,2018
2018-05-24,0.681333333333333,"Mbogiti(T)",2018-05-24,21,4,2018
2018-05-25,0.70775,"Mbogiti(T)",2018-05-25,21,5,2018
2018-05-26,0.696541666666667,"Mbogiti(T)",2018-05-26,21,6,2018
2018-05-27,0.660854166666667,"Mbogiti(T)",2018-05-27,21,0,2018
2018-05-28,0.625208333333333,"Mbogiti(T)",2018-05-28,22,1,2018
2018-05-29,0.5966875,"Mbogiti(T)",2018-05-29,22,2,2018
2018-05-30,0.569708333333333,"Mbogiti(T)",2018-05-30,22,3,2018
2018-05-31,0.546145833333333,"Mbogiti(T)",2018-05-31,22,4,2018
2018-06-01,0.5269375,"Mbogiti(T)",2018-06-01,22,5,2018
2018-06-02,0.514520833333333,"Mbogiti(T)",2018-06-02,22,6,2018
2018-06-03,0.4949375,"Mbogiti(T)",2018-06-03,22,0,2018
2018-06-04,0.4565,"Mbogiti(T)",2018-06-04,23,1,2018
2018-06-05,0.463041666666667,"Mbogiti(T)",2018-06-05,23,2,2018
2018-06-06,0.443833333333333,"Mbogiti(T)",2018-06-06,23,3,2018
2018-06-07,0.4284375,"Mbogiti(T)",2018-06-07,23,4,2018
2018-06-08,0.415625,"Mbogiti(T)",2018-06-08,23,5,2018
2018-06-09,0.402854166666667,"Mbogiti(T)",2018-06-09,23,6,2018
2018-06-10,0.394020833333333,"Mbogiti(T)",2018-06-10,23,0,2018
2018-06-11,0.383854166666667,"Mbogiti(T)",2018-06-11,24,1,2018
2018-06-12,0.378395833333333,"Mbogiti(T)",2018-06-12,24,2,2018
2018-06-13,0.373375,"Mbogiti(T)",2018-06-13,24,3,2018
2018-06-14,0.375145833333333,"Mbogiti(T)",2018-06-14,24,4,2018
2018-06-15,0.368166666666667,"Mbogiti(T)",2018-06-15,24,5,2018
2018-06-16,0.3656875,"Mbogiti(T)",2018-06-16,24,6,2018
2018-06-17,0.3665625,"Mbogiti(T)",2018-06-17,24,0,2018
2018-06-18,0.364145833333333,"Mbogiti(T)",2018-06-18,25,1,2018
2018-06-19,0.359479166666667,"Mbogiti(T)",2018-06-19,25,2,2018
2018-06-20,0.378479166666667,"Mbogiti(T)",2018-06-20,25,3,2018
2018-06-21,0.425583333333333,"Mbogiti(T)",2018-06-21,25,4,2018
2018-06-22,0.4194375,"Mbogiti(T)",2018-06-22,25,5,2018
2018-06-23,0.412458333333333,"Mbogiti(T)",2018-06-23,25,6,2018
2018-06-24,0.409645833333333,"Mbogiti(T)",2018-06-24,25,0,2018
2018-06-25,0.408729166666667,"Mbogiti(T)",2018-06-25,26,1,2018
2018-06-26,0.409291666666667,"Mbogiti(T)",2018-06-26,26,2,2018
2018-06-27,0.40325,"Mbogiti(T)",2018-06-27,26,3,2018
2018-06-28,0.390291666666667,"Mbogiti(T)",2018-06-28,26,4,2018
2018-06-29,0.386416666666667,"Mbogiti(T)",2018-06-29,26,5,2018
2018-06-30,0.371,"Mbogiti(T)",2018-06-30,26,6,2018
2018-07-01,0.3685625,"Mbogiti(T)",2018-07-01,26,0,2018
2018-07-02,0.380041666666667,"Mbogiti(T)",2018-07-02,27,1,2018
2018-07-03,0.408125,"Mbogiti(T)",2018-07-03,27,2,2018
2018-07-04,0.446020833333333,"Mbogiti(T)",2018-07-04,27,3,2018
2018-07-05,0.4329375,"Mbogiti(T)",2018-07-05,27,4,2018
2018-07-06,0.432916666666667,"Mbogiti(T)",2018-07-06,27,5,2018
2018-07-07,0.442270833333333,"Mbogiti(T)",2018-07-07,27,6,2018
2018-07-08,0.442479166666667,"Mbogiti(T)",2018-07-08,27,0,2018
2018-07-09,0.4425,"Mbogiti(T)",2018-07-09,28,1,2018
2018-07-10,0.439875,"Mbogiti(T)",2018-07-10,28,2,2018
2018-07-11,0.446333333333333,"Mbogiti(T)",2018-07-11,28,3,2018
2018-07-12,0.4403125,"Mbogiti(T)",2018-07-12,28,4,2018
2018-07-13,0.442375,"Mbogiti(T)",2018-07-13,28,5,2018
2018-07-14,0.449229166666667,"Mbogiti(T)",2018-07-14,28,6,2018
2018-07-15,0.447520833333333,"Mbogiti(T)",2018-07-15,28,0,2018
2018-07-16,0.441958333333333,"Mbogiti(T)",2018-07-16,29,1,2018
2018-07-17,0.441083333333333,"Mbogiti(T)",2018-07-17,29,2,2018
2018-07-18,0.4405625,"Mbogiti(T)",2018-07-18,29,3,2018
2018-07-19,0.4388125,"Mbogiti(T)",2018-07-19,29,4,2018
2018-07-20,0.436708333333333,"Mbogiti(T)",2018-07-20,29,5,2018
2018-07-21,0.4331875,"Mbogiti(T)",2018-07-21,29,6,2018
2018-07-22,0.434770833333333,"Mbogiti(T)",2018-07-22,29,0,2018
2018-07-23,0.432583333333333,"Mbogiti(T)",2018-07-23,30,1,2018
2018-07-24,0.430375,"Mbogiti(T)",2018-07-24,30,2,2018
2018-07-25,0.432104166666667,"Mbogiti(T)",2018-07-25,30,3,2018
2018-07-26,0.435770833333333,"Mbogiti(T)",2018-07-26,30,4,2018
2018-07-27,0.432229166666667,"Mbogiti(T)",2018-07-27,30,5,2018
2018-07-28,0.4285,"Mbogiti(T)",2018-07-28,30,6,2018
2018-07-29,0.436041666666667,"Mbogiti(T)",2018-07-29,30,0,2018
2018-07-30,0.436895833333333,"Mbogiti(T)",2018-07-30,31,1,2018
2018-07-31,0.426208333333333,"Mbogiti(T)",2018-07-31,31,2,2018
2018-08-01,0.422520833333333,"Mbogiti(T)",2018-08-01,31,3,2018
2018-08-02,0.4185,"Mbogiti(T)",2018-08-02,31,4,2018
2018-08-03,0.4270625,"Mbogiti(T)",2018-08-03,31,5,2018
2018-08-04,0.438208333333333,"Mbogiti(T)",2018-08-04,31,6,2018
2018-08-05,0.439916666666667,"Mbogiti(T)",2018-08-05,31,0,2018
2018-08-06,0.445291666666667,"Mbogiti(T)",2018-08-06,32,1,2018
2018-08-07,0.3969375,"Mbogiti(T)",2018-08-07,32,2,2018
2018-08-08,0.327666666666667,"Mbogiti(T)",2018-08-08,32,3,2018
2018-08-09,0.327729166666667,"Mbogiti(T)",2018-08-09,32,4,2018
2018-08-10,0.330083333333333,"Mbogiti(T)",2018-08-10,32,5,2018
2018-08-11,0.331354166666667,"Mbogiti(T)",2018-08-11,32,6,2018
2018-08-12,0.333395833333333,"Mbogiti(T)",2018-08-12,32,0,2018
2018-08-13,0.334895833333333,"Mbogiti(T)",2018-08-13,33,1,2018
2018-08-14,0.334666666666667,"Mbogiti(T)",2018-08-14,33,2,2018
2018-08-15,0.339208333333333,"Mbogiti(T)",2018-08-15,33,3,2018
2018-08-16,0.343958333333333,"Mbogiti(T)",2018-08-16,33,4,2018
2018-08-17,0.348104166666667,"Mbogiti(T)",2018-08-17,33,5,2018
2018-08-18,0.3490625,"Mbogiti(T)",2018-08-18,33,6,2018
2018-08-19,0.356625,"Mbogiti(T)",2018-08-19,33,0,2018
