"Date","waterLevel","watershed","DDate","as.POSIXct(strptime(Conclusion1G$Date, ""%Y-%m-%d""))","week","wday","year"
2018-12-12,0.496333333333333,"Githambara(T)",2018-12-12,2018-12-12,50,3,2018
2018-12-13,0.4985,"Githambara(T)",2018-12-13,2018-12-13,50,4,2018
2018-12-14,0.554333333333333,"Githambara(T)",2018-12-14,2018-12-14,50,5,2018
2018-12-15,0.508541666666667,"Githambara(T)",2018-12-15,2018-12-15,50,6,2018
2018-12-16,0.5044375,"Githambara(T)",2018-12-16,2018-12-16,50,0,2018
2018-12-17,0.5030625,"Githambara(T)",2018-12-17,2018-12-17,51,1,2018
2018-12-18,0.494895833333333,"Githambara(T)",2018-12-18,2018-12-18,51,2,2018
2018-12-19,0.4865625,"Githambara(T)",2018-12-19,2018-12-19,51,3,2018
2018-12-20,0.485645833333333,"Githambara(T)",2018-12-20,2018-12-20,51,4,2018
2018-12-21,0.4898125,"Githambara(T)",2018-12-21,2018-12-21,51,5,2018
2018-12-22,0.500541666666667,"Githambara(T)",2018-12-22,2018-12-22,51,6,2018
2018-12-23,0.500229166666667,"Githambara(T)",2018-12-23,2018-12-23,51,0,2018
2018-12-24,0.501645833333333,"Githambara(T)",2018-12-24,2018-12-24,52,1,2018
2018-12-25,0.499645833333333,"Githambara(T)",2018-12-25,2018-12-25,52,2,2018
2018-12-26,0.493729166666667,"Githambara(T)",2018-12-26,2018-12-26,52,3,2018
2018-12-27,0.4940625,"Githambara(T)",2018-12-27,2018-12-27,52,4,2018
2018-12-28,0.497,"Githambara(T)",2018-12-28,2018-12-28,52,5,2018
2018-12-29,0.504166666666667,"Githambara(T)",2018-12-29,2018-12-29,52,6,2018
2018-12-30,0.502875,"Githambara(T)",2018-12-30,2018-12-30,52,0,2018
2018-12-31,0.500333333333333,"Githambara(T)",2018-12-31,2018-12-31,1,1,2018
2019-01-01,0.498104166666667,"Githambara(T)",2019-01-01,2019-01-01,1,2,2019
2019-01-02,0.496666666666667,"Githambara(T)",2019-01-02,2019-01-02,1,3,2019
2019-01-03,0.503458333333333,"Githambara(T)",2019-01-03,2019-01-03,1,4,2019
2019-01-04,0.531854166666667,"Githambara(T)",2019-01-04,2019-01-04,1,5,2019
2019-01-05,0.5276875,"Githambara(T)",2019-01-05,2019-01-05,1,6,2019
2019-01-06,0.5175,"Githambara(T)",2019-01-06,2019-01-06,1,0,2019
2019-01-07,0.5099375,"Githambara(T)",2019-01-07,2019-01-07,2,1,2019
2019-01-08,0.4978125,"Githambara(T)",2019-01-08,2019-01-08,2,2,2019
2019-01-09,0.498416666666667,"Githambara(T)",2019-01-09,2019-01-09,2,3,2019
2019-01-10,0.500208333333333,"Githambara(T)",2019-01-10,2019-01-10,2,4,2019
2019-01-11,0.50125,"Githambara(T)",2019-01-11,2019-01-11,2,5,2019
2019-01-12,0.505125,"Githambara(T)",2019-01-12,2019-01-12,2,6,2019
2019-01-13,0.504083333333333,"Githambara(T)",2019-01-13,2019-01-13,2,0,2019
2019-01-14,0.5066875,"Githambara(T)",2019-01-14,2019-01-14,3,1,2019
2019-01-15,0.512375,"Githambara(T)",2019-01-15,2019-01-15,3,2,2019
2019-01-16,0.507708333333333,"Githambara(T)",2019-01-16,2019-01-16,3,3,2019
2019-01-17,0.509354166666667,"Githambara(T)",2019-01-17,2019-01-17,3,4,2019
2019-01-18,0.5085,"Githambara(T)",2019-01-18,2019-01-18,3,5,2019
2019-01-19,0.501104166666667,"Githambara(T)",2019-01-19,2019-01-19,3,6,2019
2019-01-20,0.5039375,"Githambara(T)",2019-01-20,2019-01-20,3,0,2019
2019-01-21,0.504145833333333,"Githambara(T)",2019-01-21,2019-01-21,4,1,2019
2019-01-22,0.503708333333333,"Githambara(T)",2019-01-22,2019-01-22,4,2,2019
2019-01-23,0.506083333333333,"Githambara(T)",2019-01-23,2019-01-23,4,3,2019
2019-01-24,0.50625,"Githambara(T)",2019-01-24,2019-01-24,4,4,2019
2019-01-25,0.506375,"Githambara(T)",2019-01-25,2019-01-25,4,5,2019
2019-01-26,0.51375,"Githambara(T)",2019-01-26,2019-01-26,4,6,2019
2019-01-27,0.5165,"Githambara(T)",2019-01-27,2019-01-27,4,0,2019
2019-01-28,0.5128125,"Githambara(T)",2019-01-28,2019-01-28,5,1,2019
2019-01-29,0.516708333333333,"Githambara(T)",2019-01-29,2019-01-29,5,2,2019
2019-01-30,0.5173125,"Githambara(T)",2019-01-30,2019-01-30,5,3,2019
2019-01-31,0.519729166666667,"Githambara(T)",2019-01-31,2019-01-31,5,4,2019
2019-02-01,0.515958333333333,"Githambara(T)",2019-02-01,2019-02-01,5,5,2019
2019-02-02,0.516583333333333,"Githambara(T)",2019-02-02,2019-02-02,5,6,2019
2019-02-03,0.519791666666667,"Githambara(T)",2019-02-03,2019-02-03,5,0,2019
2019-02-04,0.521145833333333,"Githambara(T)",2019-02-04,2019-02-04,6,1,2019
2019-02-05,0.5245,"Githambara(T)",2019-02-05,2019-02-05,6,2,2019
2019-02-06,0.525166666666667,"Githambara(T)",2019-02-06,2019-02-06,6,3,2019
2019-02-07,0.528625,"Githambara(T)",2019-02-07,2019-02-07,6,4,2019
2019-02-08,0.531625,"Githambara(T)",2019-02-08,2019-02-08,6,5,2019
2019-02-09,0.534208333333333,"Githambara(T)",2019-02-09,2019-02-09,6,6,2019
2019-02-10,0.534333333333333,"Githambara(T)",2019-02-10,2019-02-10,6,0,2019
2019-02-11,0.535666666666667,"Githambara(T)",2019-02-11,2019-02-11,7,1,2019
2019-02-12,0.53575,"Githambara(T)",2019-02-12,2019-02-12,7,2,2019
2019-02-13,0.533291666666667,"Githambara(T)",2019-02-13,2019-02-13,7,3,2019
2019-02-14,0.534854166666667,"Githambara(T)",2019-02-14,2019-02-14,7,4,2019
2019-02-15,0.53675,"Githambara(T)",2019-02-15,2019-02-15,7,5,2019
2019-02-16,0.5323125,"Githambara(T)",2019-02-16,2019-02-16,7,6,2019
2019-02-17,0.552541666666667,"Githambara(T)",2019-02-17,2019-02-17,7,0,2019
2019-02-18,0.532020833333333,"Githambara(T)",2019-02-18,2019-02-18,8,1,2019
2019-02-19,0.529833333333333,"Githambara(T)",2019-02-19,2019-02-19,8,2,2019
2019-02-20,0.529395833333333,"Githambara(T)",2019-02-20,2019-02-20,8,3,2019
2019-02-21,0.548979166666667,"Githambara(T)",2019-02-21,2019-02-21,8,4,2019
2019-02-22,0.540041666666667,"Githambara(T)",2019-02-22,2019-02-22,8,5,2019
2019-02-23,0.535,"Githambara(T)",2019-02-23,2019-02-23,8,6,2019
2019-02-24,0.534979166666667,"Githambara(T)",2019-02-24,2019-02-24,8,0,2019
2019-02-25,0.533583333333333,"Githambara(T)",2019-02-25,2019-02-25,9,1,2019
2019-02-26,0.528833333333333,"Githambara(T)",2019-02-26,2019-02-26,9,2,2019
2019-02-27,0.527791666666667,"Githambara(T)",2019-02-27,2019-02-27,9,3,2019
2019-02-28,0.529166666666667,"Githambara(T)",2019-02-28,2019-02-28,9,4,2019
2019-03-01,0.527916666666667,"Githambara(T)",2019-03-01,2019-03-01,9,5,2019
2019-03-02,0.5158125,"Githambara(T)",2019-03-02,2019-03-02,9,6,2019
2019-03-03,0.5040625,"Githambara(T)",2019-03-03,2019-03-03,9,0,2019
2019-03-04,0.508395833333333,"Githambara(T)",2019-03-04,2019-03-04,10,1,2019
2019-03-05,0.5001875,"Githambara(T)",2019-03-05,2019-03-05,10,2,2019
2019-03-06,0.497708333333333,"Githambara(T)",2019-03-06,2019-03-06,10,3,2019
2019-03-07,0.5095,"Githambara(T)",2019-03-07,2019-03-07,10,4,2019
2019-03-08,0.5078125,"Githambara(T)",2019-03-08,2019-03-08,10,5,2019
2019-03-09,0.49775,"Githambara(T)",2019-03-09,2019-03-09,10,6,2019
2019-03-10,0.497958333333333,"Githambara(T)",2019-03-10,2019-03-10,10,0,2019
2019-03-11,0.500375,"Githambara(T)",2019-03-11,2019-03-11,11,1,2019
2019-03-12,0.506645833333333,"Githambara(T)",2019-03-12,2019-03-12,11,2,2019
2019-03-13,0.51075,"Githambara(T)",2019-03-13,2019-03-13,11,3,2019
2019-03-14,0.504395833333333,"Githambara(T)",2019-03-14,2019-03-14,11,4,2019
2019-03-15,0.516895833333333,"Githambara(T)",2019-03-15,2019-03-15,11,5,2019
2019-03-16,0.516,"Githambara(T)",2019-03-16,2019-03-16,11,6,2019
2019-03-17,0.516729166666667,"Githambara(T)",2019-03-17,2019-03-17,11,0,2019
2019-03-18,0.511520833333333,"Githambara(T)",2019-03-18,2019-03-18,12,1,2019
2019-03-19,0.513875,"Githambara(T)",2019-03-19,2019-03-19,12,2,2019
2019-03-20,0.515583333333333,"Githambara(T)",2019-03-20,2019-03-20,12,3,2019
2019-03-21,0.503375,"Githambara(T)",2019-03-21,2019-03-21,12,4,2019
2019-03-22,0.50475,"Githambara(T)",2019-03-22,2019-03-22,12,5,2019
2019-03-23,0.508104166666667,"Githambara(T)",2019-03-23,2019-03-23,12,6,2019
2019-03-24,0.505145833333333,"Githambara(T)",2019-03-24,2019-03-24,12,0,2019
2019-03-25,0.501541666666667,"Githambara(T)",2019-03-25,2019-03-25,13,1,2019
2019-03-26,0.5013125,"Githambara(T)",2019-03-26,2019-03-26,13,2,2019
2019-03-27,0.484708333333333,"Githambara(T)",2019-03-27,2019-03-27,13,3,2019
2019-03-28,0.538875,"Githambara(T)",2019-03-28,2019-03-28,13,4,2019
2019-03-29,0.521458333333333,"Githambara(T)",2019-03-29,2019-03-29,13,5,2019
2019-03-30,0.505083333333333,"Githambara(T)",2019-03-30,2019-03-30,13,6,2019
2019-03-31,0.4889375,"Githambara(T)",2019-03-31,2019-03-31,13,0,2019
2019-04-01,0.4880625,"Githambara(T)",2019-04-01,2019-04-01,14,1,2019
2019-04-02,0.4921875,"Githambara(T)",2019-04-02,2019-04-02,14,2,2019
2019-04-03,0.489270833333333,"Githambara(T)",2019-04-03,2019-04-03,14,3,2019
2019-04-04,0.496645833333333,"Githambara(T)",2019-04-04,2019-04-04,14,4,2019
2019-04-05,0.53125,"Githambara(T)",2019-04-05,2019-04-05,14,5,2019
2019-04-06,0.520270833333333,"Githambara(T)",2019-04-06,2019-04-06,14,6,2019
2019-04-07,0.500291666666667,"Githambara(T)",2019-04-07,2019-04-07,14,0,2019
2019-04-08,0.492020833333333,"Githambara(T)",2019-04-08,2019-04-08,15,1,2019
2019-04-09,0.4911875,"Githambara(T)",2019-04-09,2019-04-09,15,2,2019
2019-04-10,0.492479166666667,"Githambara(T)",2019-04-10,2019-04-10,15,3,2019
2019-04-11,0.490229166666667,"Githambara(T)",2019-04-11,2019-04-11,15,4,2019
2019-04-12,0.495770833333333,"Githambara(T)",2019-04-12,2019-04-12,15,5,2019
2019-04-13,0.491895833333333,"Githambara(T)",2019-04-13,2019-04-13,15,6,2019
2019-04-14,0.4910625,"Githambara(T)",2019-04-14,2019-04-14,15,0,2019
2019-04-15,0.489333333333333,"Githambara(T)",2019-04-15,2019-04-15,16,1,2019
2019-04-16,0.493895833333333,"Githambara(T)",2019-04-16,2019-04-16,16,2,2019
2019-04-17,0.494875,"Githambara(T)",2019-04-17,2019-04-17,16,3,2019
2019-04-18,0.491104166666667,"Githambara(T)",2019-04-18,2019-04-18,16,4,2019
2019-04-19,0.498229166666667,"Githambara(T)",2019-04-19,2019-04-19,16,5,2019
2019-04-20,0.4966875,"Githambara(T)",2019-04-20,2019-04-20,16,6,2019
2019-04-21,0.515458333333333,"Githambara(T)",2019-04-21,2019-04-21,16,0,2019
2019-04-22,0.5481875,"Githambara(T)",2019-04-22,2019-04-22,17,1,2019
2019-04-23,0.537291666666667,"Githambara(T)",2019-04-23,2019-04-23,17,2,2019
2019-04-24,0.6019375,"Githambara(T)",2019-04-24,2019-04-24,17,3,2019
2019-04-25,0.610895833333333,"Githambara(T)",2019-04-25,2019-04-25,17,4,2019
2019-04-26,0.6321875,"Githambara(T)",2019-04-26,2019-04-26,17,5,2019
2019-04-27,0.621625,"Githambara(T)",2019-04-27,2019-04-27,17,6,2019
2019-04-28,0.591583333333333,"Githambara(T)",2019-04-28,2019-04-28,17,0,2019
2019-04-29,0.600666666666667,"Githambara(T)",2019-04-29,2019-04-29,18,1,2019
2019-04-30,0.610666666666667,"Githambara(T)",2019-04-30,2019-04-30,18,2,2019
2019-05-01,0.572875,"Githambara(T)",2019-05-01,2019-05-01,18,3,2019
2019-05-02,0.561666666666667,"Githambara(T)",2019-05-02,2019-05-02,18,4,2019
2019-05-03,0.6225,"Githambara(T)",2019-05-03,2019-05-03,18,5,2019
2019-05-04,0.583708333333333,"Githambara(T)",2019-05-04,2019-05-04,18,6,2019
2019-05-05,0.552916666666667,"Githambara(T)",2019-05-05,2019-05-05,18,0,2019
2019-05-06,0.540479166666667,"Githambara(T)",2019-05-06,2019-05-06,19,1,2019
2019-05-07,0.538395833333333,"Githambara(T)",2019-05-07,2019-05-07,19,2,2019
2019-05-08,0.585875,"Githambara(T)",2019-05-08,2019-05-08,19,3,2019
2019-05-09,0.647729166666667,"Githambara(T)",2019-05-09,2019-05-09,19,4,2019
2019-05-10,0.59475,"Githambara(T)",2019-05-10,2019-05-10,19,5,2019
2019-05-11,0.597458333333333,"Githambara(T)",2019-05-11,2019-05-11,19,6,2019
2019-05-12,0.596020833333333,"Githambara(T)",2019-05-12,2019-05-12,19,0,2019
2019-05-13,0.595979166666667,"Githambara(T)",2019-05-13,2019-05-13,20,1,2019
2019-05-14,0.588958333333333,"Githambara(T)",2019-05-14,2019-05-14,20,2,2019
2019-05-15,0.587895833333333,"Githambara(T)",2019-05-15,2019-05-15,20,3,2019
2019-05-16,0.581166666666667,"Githambara(T)",2019-05-16,2019-05-16,20,4,2019
2019-05-17,0.575020833333333,"Githambara(T)",2019-05-17,2019-05-17,20,5,2019
2019-05-18,0.584520833333333,"Githambara(T)",2019-05-18,2019-05-18,20,6,2019
2019-05-19,0.581375,"Githambara(T)",2019-05-19,2019-05-19,20,0,2019
2019-05-20,0.575645833333333,"Githambara(T)",2019-05-20,2019-05-20,21,1,2019
2019-05-21,0.575041666666667,"Githambara(T)",2019-05-21,2019-05-21,21,2,2019
2019-05-22,0.5701875,"Githambara(T)",2019-05-22,2019-05-22,21,3,2019
2019-05-23,0.541958333333333,"Githambara(T)",2019-05-23,2019-05-23,21,4,2019
2019-05-24,0.546375,"Githambara(T)",2019-05-24,2019-05-24,21,5,2019
2019-05-25,0.547395833333333,"Githambara(T)",2019-05-25,2019-05-25,21,6,2019
2019-05-26,0.551979166666667,"Githambara(T)",2019-05-26,2019-05-26,21,0,2019
2019-05-27,0.55425,"Githambara(T)",2019-05-27,2019-05-27,22,1,2019
2019-05-28,0.540354166666667,"Githambara(T)",2019-05-28,2019-05-28,22,2,2019
2019-05-29,0.540708333333333,"Githambara(T)",2019-05-29,2019-05-29,22,3,2019
2019-05-30,0.546520833333333,"Githambara(T)",2019-05-30,2019-05-30,22,4,2019
2019-05-31,0.566153846153846,"Githambara(T)",2019-05-31,2019-05-31,22,5,2019
2019-07-23,0.575125,"Githambara(T)",2019-07-23,2019-07-23,30,2,2019
2019-07-24,0.508104166666667,"Githambara(T)",2019-07-24,2019-07-24,30,3,2019
2019-07-25,0.450083333333333,"Githambara(T)",2019-07-25,2019-07-25,30,4,2019
2019-07-26,0.447083333333333,"Githambara(T)",2019-07-26,2019-07-26,30,5,2019
2019-07-27,0.447458333333333,"Githambara(T)",2019-07-27,2019-07-27,30,6,2019
2019-07-28,0.457375,"Githambara(T)",2019-07-28,2019-07-28,30,0,2019
2019-07-29,0.462916666666667,"Githambara(T)",2019-07-29,2019-07-29,31,1,2019
2019-07-30,0.466041666666667,"Githambara(T)",2019-07-30,2019-07-30,31,2,2019
2019-07-31,0.463,"Githambara(T)",2019-07-31,2019-07-31,31,3,2019
2019-08-01,0.469625,"Githambara(T)",2019-08-01,2019-08-01,31,4,2019
2019-08-02,0.463083333333333,"Githambara(T)",2019-08-02,2019-08-02,31,5,2019
2019-08-03,0.460416666666667,"Githambara(T)",2019-08-03,2019-08-03,31,6,2019
2019-08-04,0.466791666666667,"Githambara(T)",2019-08-04,2019-08-04,31,0,2019
2019-08-05,0.466041666666667,"Githambara(T)",2019-08-05,2019-08-05,32,1,2019
2019-08-06,0.465,"Githambara(T)",2019-08-06,2019-08-06,32,2,2019
2019-08-07,0.465166666666667,"Githambara(T)",2019-08-07,2019-08-07,32,3,2019
2019-08-08,0.467333333333333,"Githambara(T)",2019-08-08,2019-08-08,32,4,2019
2019-08-09,0.464145833333333,"Githambara(T)",2019-08-09,2019-08-09,32,5,2019
2019-08-10,0.4651875,"Githambara(T)",2019-08-10,2019-08-10,32,6,2019
2019-08-11,0.4673125,"Githambara(T)",2019-08-11,2019-08-11,32,0,2019
2019-08-12,0.459229166666667,"Githambara(T)",2019-08-12,2019-08-12,33,1,2019
2019-08-13,0.456083333333333,"Githambara(T)",2019-08-13,2019-08-13,33,2,2019
2019-08-14,0.466604166666667,"Githambara(T)",2019-08-14,2019-08-14,33,3,2019
2019-08-15,0.4745625,"Githambara(T)",2019-08-15,2019-08-15,33,4,2019
2019-08-16,0.469895833333333,"Githambara(T)",2019-08-16,2019-08-16,33,5,2019
2019-08-17,0.452020833333333,"Githambara(T)",2019-08-17,2019-08-17,33,6,2019
2019-08-18,0.442854166666667,"Githambara(T)",2019-08-18,2019-08-18,33,0,2019
2019-08-19,0.4436875,"Githambara(T)",2019-08-19,2019-08-19,34,1,2019
2019-08-20,0.450458333333333,"Githambara(T)",2019-08-20,2019-08-20,34,2,2019
2019-08-21,0.464791666666667,"Githambara(T)",2019-08-21,2019-08-21,34,3,2019
2019-08-22,0.454854166666667,"Githambara(T)",2019-08-22,2019-08-22,34,4,2019
2019-08-23,0.462291666666667,"Githambara(T)",2019-08-23,2019-08-23,34,5,2019
2019-08-24,0.465479166666667,"Githambara(T)",2019-08-24,2019-08-24,34,6,2019
2019-08-25,0.459291666666667,"Githambara(T)",2019-08-25,2019-08-25,34,0,2019
2019-08-26,0.464,"Githambara(T)",2019-08-26,2019-08-26,35,1,2019
2019-08-27,0.458208333333333,"Githambara(T)",2019-08-27,2019-08-27,35,2,2019
2019-08-28,0.461625,"Githambara(T)",2019-08-28,2019-08-28,35,3,2019
2019-08-29,0.451875,"Githambara(T)",2019-08-29,2019-08-29,35,4,2019
2019-08-30,0.443020833333333,"Githambara(T)",2019-08-30,2019-08-30,35,5,2019
2019-08-31,0.433895833333333,"Githambara(T)",2019-08-31,2019-08-31,35,6,2019
2019-09-01,0.4283125,"Githambara(T)",2019-09-01,2019-09-01,35,0,2019
2019-09-02,0.446708333333333,"Githambara(T)",2019-09-02,2019-09-02,36,1,2019
2019-09-03,0.4631875,"Githambara(T)",2019-09-03,2019-09-03,36,2,2019
2019-09-04,0.451875,"Githambara(T)",2019-09-04,2019-09-04,36,3,2019
2019-09-05,0.451416666666667,"Githambara(T)",2019-09-05,2019-09-05,36,4,2019
2019-09-06,0.457604166666667,"Githambara(T)",2019-09-06,2019-09-06,36,5,2019
2019-09-07,0.4750625,"Githambara(T)",2019-09-07,2019-09-07,36,6,2019
2019-09-08,0.476229166666667,"Githambara(T)",2019-09-08,2019-09-08,36,0,2019
2019-09-09,0.46975,"Githambara(T)",2019-09-09,2019-09-09,37,1,2019
2019-09-10,0.467291666666667,"Githambara(T)",2019-09-10,2019-09-10,37,2,2019
2019-09-11,0.4540625,"Githambara(T)",2019-09-11,2019-09-11,37,3,2019
2019-09-12,0.4576875,"Githambara(T)",2019-09-12,2019-09-12,37,4,2019
2019-09-13,0.449395833333333,"Githambara(T)",2019-09-13,2019-09-13,37,5,2019
2019-09-14,0.446479166666667,"Githambara(T)",2019-09-14,2019-09-14,37,6,2019
2019-09-15,0.446229166666667,"Githambara(T)",2019-09-15,2019-09-15,37,0,2019
2019-09-16,0.435541666666667,"Githambara(T)",2019-09-16,2019-09-16,38,1,2019
2019-09-17,0.439375,"Githambara(T)",2019-09-17,2019-09-17,38,2,2019
2019-09-18,0.4335625,"Githambara(T)",2019-09-18,2019-09-18,38,3,2019
2019-09-19,0.433625,"Githambara(T)",2019-09-19,2019-09-19,38,4,2019
2019-09-20,0.431875,"Githambara(T)",2019-09-20,2019-09-20,38,5,2019
2019-09-21,0.4284375,"Githambara(T)",2019-09-21,2019-09-21,38,6,2019
2019-09-22,0.443291666666667,"Githambara(T)",2019-09-22,2019-09-22,38,0,2019
2019-09-23,0.422958333333333,"Githambara(T)",2019-09-23,2019-09-23,39,1,2019
2019-09-24,0.430729166666667,"Githambara(T)",2019-09-24,2019-09-24,39,2,2019
2019-09-25,0.4325625,"Githambara(T)",2019-09-25,2019-09-25,39,3,2019
2019-09-26,0.448166666666667,"Githambara(T)",2019-09-26,2019-09-26,39,4,2019
2019-09-27,0.462625,"Githambara(T)",2019-09-27,2019-09-27,39,5,2019
2019-09-28,0.423916666666667,"Githambara(T)",2019-09-28,2019-09-28,39,6,2019
2019-09-29,0.4163125,"Githambara(T)",2019-09-29,2019-09-29,39,0,2019
2019-09-30,0.417708333333333,"Githambara(T)",2019-09-30,2019-09-30,40,1,2019
2019-10-01,0.4196875,"Githambara(T)",2019-10-01,2019-10-01,40,2,2019
2019-10-02,0.415395833333333,"Githambara(T)",2019-10-02,2019-10-02,40,3,2019
2019-10-03,0.451416666666667,"Githambara(T)",2019-10-03,2019-10-03,40,4,2019
2019-10-04,0.448333333333333,"Githambara(T)",2019-10-04,2019-10-04,40,5,2019
2019-10-05,0.4565,"Githambara(T)",2019-10-05,2019-10-05,40,6,2019
2019-10-06,0.459395833333333,"Githambara(T)",2019-10-06,2019-10-06,40,0,2019
2019-10-07,0.484729166666667,"Githambara(T)",2019-10-07,2019-10-07,41,1,2019
2019-10-08,0.453520833333333,"Githambara(T)",2019-10-08,2019-10-08,41,2,2019
2019-10-09,0.445,"Githambara(T)",2019-10-09,2019-10-09,41,3,2019
2019-10-10,0.510333333333333,"Githambara(T)",2019-10-10,2019-10-10,41,4,2019
2019-10-11,0.5190625,"Githambara(T)",2019-10-11,2019-10-11,41,5,2019
2019-10-12,0.4435,"Githambara(T)",2019-10-12,2019-10-12,41,6,2019
2019-10-13,0.432583333333333,"Githambara(T)",2019-10-13,2019-10-13,41,0,2019
2019-10-14,0.451,"Githambara(T)",2019-10-14,2019-10-14,42,1,2019
2019-10-15,0.461708333333333,"Githambara(T)",2019-10-15,2019-10-15,42,2,2019
2019-10-16,0.4308125,"Githambara(T)",2019-10-16,2019-10-16,42,3,2019
2019-10-17,0.491604166666667,"Githambara(T)",2019-10-17,2019-10-17,42,4,2019
2019-10-18,0.502125,"Githambara(T)",2019-10-18,2019-10-18,42,5,2019
2019-10-19,0.527625,"Githambara(T)",2019-10-19,2019-10-19,42,6,2019
2019-10-20,0.4579375,"Githambara(T)",2019-10-20,2019-10-20,42,0,2019
2019-10-21,0.4344375,"Githambara(T)",2019-10-21,2019-10-21,43,1,2019
2019-10-22,0.4194375,"Githambara(T)",2019-10-22,2019-10-22,43,2,2019
2019-10-23,0.442104166666667,"Githambara(T)",2019-10-23,2019-10-23,43,3,2019
2019-10-24,0.501458333333333,"Githambara(T)",2019-10-24,2019-10-24,43,4,2019
2019-10-25,0.472020833333333,"Githambara(T)",2019-10-25,2019-10-25,43,5,2019
2019-10-26,0.474604166666667,"Githambara(T)",2019-10-26,2019-10-26,43,6,2019
2019-10-27,0.451854166666667,"Githambara(T)",2019-10-27,2019-10-27,43,0,2019
2019-10-28,0.4329375,"Githambara(T)",2019-10-28,2019-10-28,44,1,2019
2019-10-29,0.449104166666667,"Githambara(T)",2019-10-29,2019-10-29,44,2,2019
2019-10-30,0.466354166666667,"Githambara(T)",2019-10-30,2019-10-30,44,3,2019
2019-10-31,0.483104166666667,"Githambara(T)",2019-10-31,2019-10-31,44,4,2019
2019-11-01,0.536979166666667,"Githambara(T)",2019-11-01,2019-11-01,44,5,2019
2019-11-02,0.475895833333333,"Githambara(T)",2019-11-02,2019-11-02,44,6,2019
2019-11-03,0.475166666666667,"Githambara(T)",2019-11-03,2019-11-03,44,0,2019
2019-11-04,0.478729166666667,"Githambara(T)",2019-11-04,2019-11-04,45,1,2019
2019-11-05,0.467541666666667,"Githambara(T)",2019-11-05,2019-11-05,45,2,2019
2019-11-06,0.453854166666667,"Githambara(T)",2019-11-06,2019-11-06,45,3,2019
2019-11-07,0.461208333333333,"Githambara(T)",2019-11-07,2019-11-07,45,4,2019
2019-11-08,0.4768125,"Githambara(T)",2019-11-08,2019-11-08,45,5,2019
2019-11-09,0.4769375,"Githambara(T)",2019-11-09,2019-11-09,45,6,2019
2019-11-10,0.464666666666667,"Githambara(T)",2019-11-10,2019-11-10,45,0,2019
2019-11-11,0.45875,"Githambara(T)",2019-11-11,2019-11-11,46,1,2019
2019-11-12,0.463354166666667,"Githambara(T)",2019-11-12,2019-11-12,46,2,2019
2019-11-13,0.4835,"Githambara(T)",2019-11-13,2019-11-13,46,3,2019
2019-11-14,0.502354166666667,"Githambara(T)",2019-11-14,2019-11-14,46,4,2019
2019-11-15,0.492604166666667,"Githambara(T)",2019-11-15,2019-11-15,46,5,2019
2019-11-16,0.475125,"Githambara(T)",2019-11-16,2019-11-16,46,6,2019
2019-11-17,0.476895833333333,"Githambara(T)",2019-11-17,2019-11-17,46,0,2019
2019-11-18,0.486333333333333,"Githambara(T)",2019-11-18,2019-11-18,47,1,2019
2019-11-19,0.486791666666667,"Githambara(T)",2019-11-19,2019-11-19,47,2,2019
2019-11-20,0.494270833333333,"Githambara(T)",2019-11-20,2019-11-20,47,3,2019
2019-11-21,0.474104166666667,"Githambara(T)",2019-11-21,2019-11-21,47,4,2019
2019-11-22,0.52475,"Githambara(T)",2019-11-22,2019-11-22,47,5,2019
2019-11-23,0.5588125,"Githambara(T)",2019-11-23,2019-11-23,47,6,2019
2019-11-24,0.525416666666667,"Githambara(T)",2019-11-24,2019-11-24,47,0,2019
2019-11-25,0.572125,"Githambara(T)",2019-11-25,2019-11-25,48,1,2019
2019-11-26,0.608104166666667,"Githambara(T)",2019-11-26,2019-11-26,48,2,2019
2019-11-27,0.576354166666667,"Githambara(T)",2019-11-27,2019-11-27,48,3,2019
2019-11-28,0.568333333333333,"Githambara(T)",2019-11-28,2019-11-28,48,4,2019
2019-11-29,0.564083333333333,"Githambara(T)",2019-11-29,2019-11-29,48,5,2019
2019-11-30,0.612,"Githambara(T)",2019-11-30,2019-11-30,48,6,2019
2019-12-01,0.5933125,"Githambara(T)",2019-12-01,2019-12-01,48,0,2019
2019-12-02,0.620354166666667,"Githambara(T)",2019-12-02,2019-12-02,49,1,2019
2019-12-03,0.670166666666667,"Githambara(T)",2019-12-03,2019-12-03,49,2,2019
2019-12-04,0.6544375,"Githambara(T)",2019-12-04,2019-12-04,49,3,2019
2019-12-05,0.705166666666667,"Githambara(T)",2019-12-05,2019-12-05,49,4,2019
2019-12-06,0.6590625,"Githambara(T)",2019-12-06,2019-12-06,49,5,2019
2019-12-07,0.643479166666667,"Githambara(T)",2019-12-07,2019-12-07,49,6,2019
2019-12-08,0.664708333333333,"Githambara(T)",2019-12-08,2019-12-08,49,0,2019
2019-12-09,0.647979166666667,"Githambara(T)",2019-12-09,2019-12-09,50,1,2019
2019-12-10,0.705833333333333,"Githambara(T)",2019-12-10,2019-12-10,50,2,2019
2019-12-11,0.672708333333333,"Githambara(T)",2019-12-11,2019-12-11,50,3,2019
2019-12-12,0.690625,"Githambara(T)",2019-12-12,2019-12-12,50,4,2019
2019-12-13,0.682,"Githambara(T)",2019-12-13,2019-12-13,50,5,2019
2019-12-14,0.706041666666667,"Githambara(T)",2019-12-14,2019-12-14,50,6,2019
