Date,Year,Month,total evapotranspiration (kg m-2 s-1),specific humidity (kg kg-1),surface runoff (kg m-2 s-1),subsurface runoff (kg m-2 s-1),rainfall flux (kg m-2 s-1),soil moisture content 0 - 10 cm underground (m^3 m-3),soil moisture content 10 - 40 cm underground (m^3 m-3),soil moisture content 40 - 100 cm underground (m^3 m-3),soil moisture content 100 - 200 cm underground (m^3 m-3),surface air temperature (K)
1/1/1982,1982,1,2.62E-05,0.011065496,8.13E-08,9.96E-08,7.68E-06,0.245310385,0.245845958,0.230031245,0.34428018,292.957875
2/1/1982,1982,2,1.45E-05,0.00952024,5.34E-08,5.47E-08,4.42E-06,0.194400026,0.208418707,0.203742603,0.339657711,294.2688047
3/1/1982,1982,3,1.15E-05,0.009904129,2.84E-07,4.18E-08,1.25E-05,0.189579412,0.191200308,0.189158287,0.336075129,294.5163616
4/1/1982,1982,4,4.47E-05,0.012477515,8.24E-06,2.25E-07,9.41E-05,0.322629569,0.293312569,0.214132407,0.335628837,292.9050661
5/1/1982,1982,5,4.30E-05,0.012241517,6.57E-06,1.20E-06,5.48E-05,0.316430754,0.318749899,0.276301891,0.349352902,292.2265435
6/1/1982,1982,6,2.58E-05,0.010929136,4.38E-07,8.32E-07,8.23E-06,0.257543045,0.28355995,0.2640692,0.354258281,291.9600362
7/1/1982,1982,7,1.51E-05,0.010216949,2.47E-07,1.59E-07,6.88E-06,0.222766633,0.250535821,0.2406908,0.348373086,291.1961876
8/1/1982,1982,8,1.15E-05,0.009776155,4.09E-07,1.14E-07,9.13E-06,0.220698539,0.240721192,0.230761957,0.345185133,291.1757657
9/1/1982,1982,9,9.96E-06,0.009905276,2.44E-07,6.70E-08,8.03E-06,0.202732037,0.23475137,0.224630968,0.3423489,292.2321378
10/1/1982,1982,10,3.02E-05,0.011686001,1.09E-05,9.93E-07,8.18E-05,0.290730861,0.290558143,0.255771223,0.347003945,292.244678
11/1/1982,1982,11,3.95E-05,0.012531797,1.55E-05,1.60E-06,9.24E-05,0.329167987,0.349438894,0.322325218,0.360235076,292.3638113
12/1/1982,1982,12,5.51E-05,0.011925412,7.24E-06,3.29E-06,4.79E-05,0.366129247,0.373811211,0.372636485,0.387053102,292.4667289
1/1/1983,1983,1,3.81E-05,0.010595121,5.96E-08,2.34E-07,5.44E-06,0.260291323,0.297039678,0.307745495,0.368240541,293.4719131
2/1/1983,1983,2,2.54E-05,0.011138744,1.08E-06,1.78E-07,1.72E-05,0.242926046,0.262527038,0.260125596,0.358250369,294.2594617
3/1/1983,1983,3,1.96E-05,0.010862114,4.13E-07,1.02E-07,1.03E-05,0.211701252,0.241289544,0.236758694,0.353622373,295.060033
4/1/1983,1983,4,3.21E-05,0.011515012,6.36E-06,2.08E-07,6.57E-05,0.262425576,0.245833375,0.22009343,0.350291761,294.3779919
5/1/1983,1983,5,4.16E-05,0.011961604,7.92E-06,8.00E-07,4.38E-05,0.300558845,0.304006834,0.261456717,0.362608721,292.941137
6/1/1983,1983,6,2.22E-05,0.011156822,6.06E-07,4.19E-07,1.03E-05,0.247581409,0.260716597,0.242817971,0.361914097,292.3631512
7/1/1983,1983,7,1.53E-05,0.010114663,2.24E-07,1.95E-07,9.09E-06,0.22721411,0.239803935,0.226119927,0.357459793,291.6847736
8/1/1983,1983,8,1.14E-05,0.010082994,3.50E-07,1.36E-07,1.10E-05,0.218212996,0.232723167,0.218109137,0.353937143,292.1277002
9/1/1983,1983,9,9.71E-06,0.009447154,1.06E-07,1.20E-07,5.22E-06,0.201674162,0.229737496,0.215700742,0.351548168,292.4344015
10/1/1983,1983,10,1.68E-05,0.010425064,8.88E-07,1.12E-07,2.42E-05,0.233742371,0.233709971,0.213617766,0.349667466,293.0166849
11/1/1983,1983,11,3.61E-05,0.011322375,1.72E-06,2.72E-07,4.55E-05,0.298123694,0.274221768,0.220664964,0.351019216,292.8422404
12/1/1983,1983,12,3.57E-05,0.011460107,5.64E-06,3.44E-07,5.15E-05,0.288421672,0.291020029,0.235265849,0.351783096,292.7092751
1/1/1984,1984,1,2.86E-05,0.009307269,1.16E-07,1.86E-07,5.45E-06,0.243992131,0.263326981,0.236539143,0.349982298,293.5315113
2/1/1984,1984,2,1.40E-05,0.008018371,9.67E-09,7.18E-08,2.15E-06,0.18415362,0.212443163,0.205631085,0.344791549,294.0820207
3/1/1984,1984,3,1.09E-05,0.010064092,1.15E-07,5.38E-08,8.43E-06,0.185146922,0.192246265,0.18960022,0.341076366,294.1152255
4/1/1984,1984,4,2.91E-05,0.011872226,2.27E-06,9.32E-08,5.18E-05,0.25892768,0.215623468,0.184303305,0.338939362,293.9814171
5/1/1984,1984,5,2.70E-05,0.010983473,3.29E-07,1.57E-07,1.34E-05,0.248201802,0.254743708,0.201973267,0.34030229,292.590393
6/1/1984,1984,6,1.23E-05,0.009754309,4.61E-08,8.09E-08,3.90E-06,0.203532564,0.208144678,0.186711925,0.338518514,291.6953226
7/1/1984,1984,7,8.14E-06,0.009667247,2.01E-07,5.42E-08,8.95E-06,0.19235864,0.193721615,0.177797998,0.336523432,290.9336841
8/1/1984,1984,8,7.07E-06,0.009360334,5.19E-08,5.12E-08,5.31E-06,0.197278657,0.197428115,0.176382174,0.335674662,291.3214977
9/1/1984,1984,9,7.88E-06,0.008987715,2.49E-07,5.96E-08,7.31E-06,0.202596341,0.198877881,0.175992263,0.335240093,292.1431963
10/1/1984,1984,10,2.56E-05,0.010810614,4.40E-06,2.90E-07,5.60E-05,0.276628924,0.251262808,0.191558819,0.33751498,291.9657371
11/1/1984,1984,11,4.53E-05,0.012411053,1.22E-05,9.73E-07,0.000102506,0.342139224,0.337550859,0.27986768,0.350349123,291.7397289
12/1/1984,1984,12,4.50E-05,0.011460248,4.75E-06,1.05E-06,3.30E-05,0.326758644,0.337290828,0.318681621,0.360717516,292.0247051
1/1/1985,1985,1,2.98E-05,0.010633137,1.40E-07,1.28E-07,6.56E-06,0.235484327,0.264598769,0.265367901,0.350923405,292.7173289
2/1/1985,1985,2,2.49E-05,0.009890988,9.02E-07,1.52E-07,2.09E-05,0.250592842,0.254980052,0.234034543,0.346209403,294.0810236
3/1/1985,1985,3,2.46E-05,0.011291861,3.23E-06,1.18E-07,4.76E-05,0.242296688,0.245508764,0.217761309,0.343502923,293.4145735
4/1/1985,1985,4,5.43E-05,0.012265268,1.09E-05,2.79E-06,9.72E-05,0.355182475,0.354288682,0.303532863,0.360835063,292.8487114
5/1/1985,1985,5,4.52E-05,0.011556046,7.27E-06,1.73E-06,4.17E-05,0.315770254,0.329822422,0.319868223,0.370010406,291.9703147
6/1/1985,1985,6,2.59E-05,0.010117512,5.39E-07,5.64E-07,8.14E-06,0.254564259,0.286552953,0.282431495,0.362693376,291.2162138
7/1/1985,1985,7,1.65E-05,0.009581731,6.41E-07,1.84E-07,1.02E-05,0.233357595,0.260845486,0.256240888,0.35595213,290.5627751
8/1/1985,1985,8,1.25E-05,0.008966778,3.58E-07,1.92E-07,7.46E-06,0.219850115,0.250682597,0.246064972,0.353020583,290.7883723
9/1/1985,1985,9,9.22E-06,0.00945819,1.31E-07,6.88E-08,5.48E-06,0.197481017,0.238621638,0.237023023,0.349041265,291.93821
10/1/1985,1985,10,1.94E-05,0.009992892,9.14E-07,6.26E-08,2.79E-05,0.239912515,0.24091022,0.232014711,0.34615368,292.2985928
11/1/1985,1985,11,3.64E-05,0.011661004,5.88E-06,3.52E-07,6.13E-05,0.305642756,0.306230706,0.255902662,0.348915596,292.1840369
12/1/1985,1985,12,3.88E-05,0.011503651,2.06E-06,3.43E-07,2.32E-05,0.28864046,0.299369162,0.272009984,0.350656631,292.3150753
1/1/1986,1986,1,2.39E-05,0.00961808,1.03E-07,1.06E-07,5.36E-06,0.218775917,0.234127364,0.226563604,0.34413369,293.4192407
2/1/1986,1986,2,1.22E-05,0.008624264,2.47E-08,5.51E-08,2.59E-06,0.180346221,0.198655092,0.197031917,0.339177035,294.2268903
3/1/1986,1986,3,1.92E-05,0.010782637,1.61E-06,8.16E-08,2.46E-05,0.23087037,0.228224571,0.188336115,0.336439707,294.0203217
4/1/1986,1986,4,4.21E-05,0.01221913,7.14E-06,3.24E-07,0.000104251,0.306161504,0.288240652,0.207302243,0.337136126,293.18421
5/1/1986,1986,5,4.45E-05,0.012279005,1.05E-05,2.39E-06,4.85E-05,0.323902003,0.337439635,0.320823594,0.365146227,292.2282589
6/1/1986,1986,6,2.46E-05,0.010289225,6.64E-07,4.30E-07,1.43E-05,0.259992549,0.283326748,0.279041618,0.357834957,291.1560976
7/1/1986,1986,7,1.57E-05,0.009295747,3.20E-07,2.63E-07,6.27E-06,0.228099852,0.260515513,0.257261397,0.353248925,290.6428394
8/1/1986,1986,8,1.14E-05,0.008955671,2.36E-07,1.18E-07,5.86E-06,0.211748789,0.245432434,0.243023859,0.348820163,290.9953294
9/1/1986,1986,9,8.97E-06,0.00920403,3.11E-07,6.57E-08,6.40E-06,0.19688688,0.237521717,0.235150125,0.345484437,291.5593337
10/1/1986,1986,10,1.41E-05,0.010456159,2.44E-06,5.16E-08,2.51E-05,0.212751058,0.236865773,0.229673657,0.34289558,292.8602745
11/1/1986,1986,11,4.11E-05,0.011843621,5.55E-06,2.60E-07,7.45E-05,0.31723508,0.308491465,0.252399458,0.344690647,292.6034695
12/1/1986,1986,12,4.55E-05,0.012130245,5.61E-06,9.49E-07,4.85E-05,0.340737155,0.3460075,0.324593877,0.360438784,292.1419327
1/1/1987,1987,1,3.38E-05,0.010368174,5.43E-07,1.97E-07,1.09E-05,0.256758665,0.281217021,0.277939252,0.351969104,293.1316238
2/1/1987,1987,2,1.91E-05,0.009796399,6.44E-08,6.93E-08,4.97E-06,0.201845966,0.231056124,0.23318462,0.344650905,294.1745203
3/1/1987,1987,3,1.86E-05,0.010749786,4.25E-07,6.71E-08,1.32E-05,0.221426211,0.216732213,0.210898834,0.340311832,294.7878549
4/1/1987,1987,4,3.90E-05,0.012325867,6.17E-06,2.22E-07,6.93E-05,0.293016,0.287034203,0.230034057,0.339790151,293.6283613
5/1/1987,1987,5,3.60E-05,0.012037187,5.85E-06,2.47E-07,3.69E-05,0.280604125,0.291489197,0.253835198,0.346474056,292.7540697
6/1/1987,1987,6,2.17E-05,0.010708826,1.18E-06,4.84E-07,2.03E-05,0.255916958,0.266649055,0.239359153,0.348850674,291.6551898
7/1/1987,1987,7,1.42E-05,0.009821791,9.85E-08,1.73E-07,6.04E-06,0.219841867,0.239854751,0.224293307,0.346361145,291.1408929
8/1/1987,1987,8,1.24E-05,0.009894195,2.39E-07,6.71E-08,1.13E-05,0.22017913,0.225729201,0.213375964,0.342632734,291.2158725
9/1/1987,1987,9,6.98E-06,0.009841382,3.72E-08,5.09E-08,2.53E-06,0.188176146,0.218874132,0.208220318,0.340451948,292.708254
10/1/1987,1987,10,1.29E-05,0.009846603,2.45E-07,4.57E-08,1.17E-05,0.219258342,0.21394603,0.20320846,0.338043166,293.5694473
11/1/1987,1987,11,3.07E-05,0.011509015,5.31E-06,2.53E-07,5.66E-05,0.276668032,0.287891591,0.236272193,0.341820813,293.0646027
12/1/1987,1987,12,2.91E-05,0.010973634,2.23E-07,9.95E-08,1.10E-05,0.235995032,0.247027088,0.223628302,0.340713051,293.6089079
1/1/1988,1988,1,2.20E-05,0.010715853,4.86E-07,7.75E-08,1.63E-05,0.228693004,0.211986288,0.194719486,0.336169683,294.1025395
2/1/1988,1988,2,1.21E-05,0.00989514,7.25E-08,7.15E-08,5.95E-06,0.193931312,0.192816344,0.180681117,0.332964431,294.6285829
3/1/1988,1988,3,2.11E-05,0.011308692,1.48E-06,2.08E-07,4.42E-05,0.245637874,0.216850032,0.178993793,0.33080267,295.1020299
4/1/1988,1988,4,4.60E-05,0.012975253,1.23E-05,1.16E-06,0.000116978,0.329616066,0.32643467,0.247448563,0.335973037,293.9032785
5/1/1988,1988,5,4.41E-05,0.011694853,3.68E-06,2.47E-06,2.71E-05,0.317287043,0.330104034,0.318538221,0.36746247,292.5775266
6/1/1988,1988,6,2.62E-05,0.010787918,1.12E-06,5.36E-07,1.05E-05,0.257331982,0.278667078,0.276015404,0.359034181,291.7853928
7/1/1988,1988,7,1.74E-05,0.009623146,4.09E-07,1.80E-07,9.71E-06,0.230614169,0.251227984,0.248778641,0.352770217,291.4110824
8/1/1988,1988,8,1.32E-05,0.00988311,7.42E-07,1.65E-07,1.09E-05,0.224706417,0.243867438,0.237191337,0.349089462,291.6608481
9/1/1988,1988,9,1.11E-05,0.009742376,7.74E-07,9.09E-08,9.38E-06,0.211514749,0.236418349,0.230412953,0.346053543,292.2089196
10/1/1988,1988,10,1.92E-05,0.010327952,1.49E-06,1.11E-07,2.81E-05,0.24197498,0.24214857,0.228131828,0.34492596,293.0789317
11/1/1988,1988,11,4.60E-05,0.012057887,5.87E-06,1.08E-06,8.17E-05,0.341438024,0.331138594,0.279626275,0.35148782,291.9352032
12/1/1988,1988,12,4.14E-05,0.011855214,4.90E-06,6.01E-07,5.22E-05,0.306332047,0.318989639,0.29807938,0.354592329,291.7796599
1/1/1989,1989,1,3.91E-05,0.010588141,1.45E-06,5.18E-07,2.31E-05,0.305389284,0.315472874,0.297687522,0.354159341,292.5989047
2/1/1989,1989,2,2.66E-05,0.010176955,5.26E-07,1.73E-07,1.12E-05,0.248560048,0.279568884,0.268298263,0.347835668,292.9069234
3/1/1989,1989,3,2.51E-05,0.010619819,1.99E-06,1.31E-07,3.13E-05,0.241986654,0.266551277,0.244210036,0.34304993,293.6145013
4/1/1989,1989,4,4.72E-05,0.012179507,8.15E-06,9.57E-07,8.36E-05,0.330654667,0.333427905,0.294330196,0.353183815,292.454008
5/1/1989,1989,5,4.17E-05,0.011968088,5.32E-06,1.62E-06,4.03E-05,0.316983099,0.32799635,0.306445657,0.359632972,291.9805709
6/1/1989,1989,6,2.44E-05,0.010050017,2.13E-07,3.41E-07,5.01E-06,0.247615567,0.278220364,0.274454888,0.35487552,291.082297
7/1/1989,1989,7,1.56E-05,0.009703336,6.80E-07,1.42E-07,1.04E-05,0.228325522,0.25268808,0.247802525,0.348168477,290.8064099
8/1/1989,1989,8,9.70E-06,0.009544966,4.09E-07,7.67E-08,8.14E-06,0.208964475,0.239424154,0.23544102,0.344204256,290.6423737
9/1/1989,1989,9,1.20E-05,0.010171582,5.89E-07,9.90E-08,1.07E-05,0.218895845,0.241645653,0.232504061,0.342444689,292.0208406
10/1/1989,1989,10,1.96E-05,0.010701028,6.45E-06,2.29E-07,3.92E-05,0.255033872,0.254325913,0.235438933,0.342853414,292.3293255
11/1/1989,1989,11,4.01E-05,0.012439783,9.69E-06,9.09E-07,7.91E-05,0.330819362,0.326668962,0.277433862,0.34869334,292.2380787
12/1/1989,1989,12,4.60E-05,0.012254545,3.52E-06,1.36E-06,4.48E-05,0.332451714,0.339234099,0.323583245,0.360361549,292.3461654
1/1/1990,1990,1,3.69E-05,0.010900928,1.81E-06,7.01E-07,2.03E-05,0.281953995,0.306630882,0.297119355,0.357281014,292.7082454
2/1/1990,1990,2,2.70E-05,0.011372535,1.29E-06,1.05E-07,2.69E-05,0.250798108,0.261311234,0.254101633,0.348751774,294.128371
3/1/1990,1990,3,4.40E-05,0.012638124,6.10E-06,7.68E-07,7.10E-05,0.328561959,0.322487913,0.278129917,0.352064157,293.3659533
4/1/1990,1990,4,5.38E-05,0.013066396,1.44E-05,5.65E-06,0.00010303,0.376081207,0.376600463,0.354211079,0.375915011,293.0865868
5/1/1990,1990,5,4.50E-05,0.012048144,7.10E-06,1.79E-06,3.28E-05,0.31850438,0.336972902,0.337669492,0.378456132,292.8597443
6/1/1990,1990,6,2.65E-05,0.010266263,1.04E-07,4.21E-07,4.64E-06,0.253095451,0.287235375,0.291433446,0.366446241,291.5386713
7/1/1990,1990,7,1.70E-05,0.009337587,2.74E-07,1.26E-07,7.41E-06,0.224972335,0.257069166,0.259449149,0.357775538,291.0216564
8/1/1990,1990,8,1.02E-05,0.009507024,1.93E-07,7.27E-08,5.35E-06,0.206744119,0.242747444,0.244165841,0.35267203,291.2410685
9/1/1990,1990,9,9.87E-06,0.009524673,1.83E-07,6.67E-08,6.28E-06,0.199123434,0.236344827,0.236323003,0.349136568,292.3431219
10/1/1990,1990,10,1.78E-05,0.010952932,6.10E-06,9.45E-08,4.71E-05,0.232994626,0.259425613,0.240397851,0.347090779,292.7329401
11/1/1990,1990,11,4.36E-05,0.012107742,7.75E-06,8.60E-07,6.58E-05,0.326211328,0.335125389,0.296517986,0.355506503,292.5266199
12/1/1990,1990,12,4.48E-05,0.011711453,8.56E-06,9.45E-07,4.84E-05,0.325990636,0.336558544,0.318200182,0.360362745,292.1473875
1/1/1991,1991,1,3.37E-05,0.01094904,5.01E-07,1.73E-07,1.06E-05,0.253923254,0.277800577,0.276964384,0.352634226,293.3247562
2/1/1991,1991,2,1.83E-05,0.009728407,3.69E-08,7.73E-08,3.60E-06,0.198968403,0.22960062,0.231669011,0.345048274,294.5011848
3/1/1991,1991,3,2.09E-05,0.010370433,2.28E-06,8.60E-08,3.38E-05,0.222327798,0.225676846,0.210264491,0.340646316,294.5947128
4/1/1991,1991,4,4.21E-05,0.011857191,7.72E-06,1.60E-07,6.59E-05,0.29495111,0.304421322,0.243121624,0.343673803,293.861144
5/1/1991,1991,5,3.83E-05,0.012416495,8.78E-06,5.14E-07,4.37E-05,0.291771949,0.298508395,0.25917732,0.348047139,293.0291053
6/1/1991,1991,6,2.25E-05,0.010457505,1.50E-06,2.55E-07,1.11E-05,0.242534606,0.26778939,0.247717373,0.350984182,292.3305566
7/1/1991,1991,7,1.44E-05,0.009817774,4.46E-07,1.01E-07,9.42E-06,0.224502877,0.242718428,0.22909384,0.346719425,290.9720478
8/1/1991,1991,8,9.43E-06,0.009623294,9.83E-07,5.82E-08,1.13E-05,0.207326698,0.22832109,0.218559029,0.343240379,291.4907296
9/1/1991,1991,9,8.55E-06,0.009164986,3.95E-07,5.70E-08,5.62E-06,0.199575154,0.231614006,0.216981316,0.341461387,292.3263163
10/1/1991,1991,10,1.65E-05,0.009960893,2.69E-06,9.65E-08,2.67E-05,0.237164421,0.247402311,0.219316637,0.340779209,293.3190642
11/1/1991,1991,11,2.83E-05,0.011616638,5.91E-06,1.49E-07,5.04E-05,0.273854897,0.280695381,0.231047894,0.342032709,292.6476727
12/1/1991,1991,12,3.92E-05,0.011131458,3.48E-06,3.26E-07,3.97E-05,0.293457069,0.303591851,0.254376991,0.343207152,292.9645914
1/1/1992,1992,1,2.54E-05,0.010348307,2.41E-08,1.18E-07,3.27E-06,0.223360902,0.253853353,0.235011917,0.340318568,293.3937648
2/1/1992,1992,2,1.77E-05,0.009330795,2.19E-07,6.60E-08,8.54E-06,0.208563194,0.214017615,0.205655479,0.335927634,294.949319
3/1/1992,1992,3,1.07E-05,0.01029483,1.36E-07,4.76E-08,7.97E-06,0.183238407,0.193442223,0.189377789,0.332647048,294.8572627
4/1/1992,1992,4,3.67E-05,0.012600866,6.17E-06,2.54E-07,7.80E-05,0.292940832,0.282162523,0.218640677,0.334225277,293.8966411
5/1/1992,1992,5,4.18E-05,0.011947454,9.23E-06,7.20E-07,5.11E-05,0.298914462,0.314552836,0.285487119,0.351071173,292.7855675
6/1/1992,1992,6,2.01E-05,0.010518828,1.13E-07,1.46E-07,5.56E-06,0.229168799,0.251170894,0.244793837,0.345396742,291.906012
7/1/1992,1992,7,1.35E-05,0.009685452,3.22E-07,7.81E-08,9.97E-06,0.21538921,0.229608075,0.223927193,0.341354968,290.9643608
8/1/1992,1992,8,9.72E-06,0.009156304,3.12E-07,8.80E-08,6.60E-06,0.214225603,0.225572222,0.216379183,0.339163927,290.7109682
9/1/1992,1992,9,7.02E-06,0.009686565,8.19E-08,5.48E-08,3.91E-06,0.195466271,0.217775076,0.211304138,0.337221955,291.5588882
10/1/1992,1992,10,1.90E-05,0.010542975,9.63E-07,7.22E-08,2.97E-05,0.248379583,0.229576532,0.210323769,0.336162797,292.4636994
11/1/1992,1992,11,3.42E-05,0.011753191,1.07E-05,2.70E-07,7.36E-05,0.3023781,0.297500312,0.241286892,0.338871514,292.1316132
12/1/1992,1992,12,4.37E-05,0.012307956,5.42E-06,8.60E-07,5.37E-05,0.329607943,0.333260275,0.294230817,0.34664689,292.1427787
1/1/1993,1993,1,4.00E-05,0.011914164,4.58E-06,7.71E-07,4.56E-05,0.318374781,0.33092642,0.305062777,0.34956238,291.9981219
2/1/1993,1993,2,3.25E-05,0.011084564,1.61E-06,3.46E-07,1.95E-05,0.273928604,0.302351907,0.288731252,0.347486545,293.0055284
3/1/1993,1993,3,2.55E-05,0.01043912,7.25E-07,1.11E-07,1.37E-05,0.239401338,0.270454103,0.26076019,0.341844726,293.9439037
4/1/1993,1993,4,3.62E-05,0.011452207,2.10E-06,1.13E-07,4.60E-05,0.268447504,0.268322962,0.239446232,0.338318441,293.6035265
5/1/1993,1993,5,3.59E-05,0.012044092,4.40E-06,5.43E-07,3.39E-05,0.281986989,0.286745161,0.250006921,0.344601994,292.9329666
6/1/1993,1993,6,1.77E-05,0.010519542,4.73E-07,1.61E-07,8.04E-06,0.228593005,0.244593703,0.227306975,0.342643633,291.6189635
7/1/1993,1993,7,1.13E-05,0.009109887,5.75E-08,6.67E-08,5.78E-06,0.206745063,0.219883282,0.210475643,0.338815404,290.7109155
